	날짜	시가	종가	고가	저가	거래량
41	2018.03.27	29450.0	28350.0	29750.0	27550.0	11029.0
42	2018.03.26	30400.0	29050.0	30400.0	27800.0	7230.0
43	2018.03.23	31650.0	30400.0	33000.0	29550.0	17625.0
44	2018.03.22	31350.0	31650.0	31950.0	31000.0	5929.0
45	2018.03.21	31500.0	31250.0	32300.0	30500.0	8980.0
46	2018.03.20	31050.0	31050.0	31900.0	30500.0	5411.0
47	2018.03.19	31900.0	31000.0	32000.0	30500.0	10071.0
48	2018.03.16	32000.0	31850.0	32650.0	31450.0	5892.0
49	2018.03.15	32200.0	32500.0	32500.0	30550.0	9692.0
50	2018.03.14	33300.0	32300.0	33300.0	31800.0	13754.0
51	2018.03.13	33400.0	33650.0	36450.0	32800.0	43121.0
52	2018.03.12	31650.0	32200.0	33500.0	31350.0	14738.0
53	2018.03.09	32000.0	31700.0	32300.0	31100.0	14947.0
54	2018.03.08	32550.0	31400.0	32550.0	30200.0	21716.0
55	2018.03.07	31750.0	31500.0	32900.0	30500.0	21387.0
56	2018.03.06	31300.0	31450.0	34850.0	30500.0	67055.0
57	2018.03.05	31400.0	30300.0	33950.0	29750.0	38988.0
58	2018.03.02	35450.0	31400.0	39750.0	31250.0	151021.0
59	2018.02.28	30300.0	32800.0	38200.0	30100.0	118288.0
60	2018.02.27	27600.0	29400.0	33350.0	27600.0	99868.0
61	2018.02.26	28050.0	27500.0	28700.0	26900.0	12949.0
62	2018.02.23	26650.0	27650.0	29300.0	25300.0	60266.0
63	2018.02.22	27200.0	26850.0	27500.0	26600.0	9750.0
64	2018.02.21	26850.0	27200.0	27200.0	26250.0	11079.0
65	2018.02.20	26900.0	26750.0	26900.0	26050.0	11963.0
66	2018.02.19	26500.0	26350.0	26700.0	25800.0	8772.0
67	2018.02.14	27200.0	26400.0	27200.0	25750.0	15652.0
68	2018.02.13	26800.0	27200.0	27300.0	26000.0	23098.0
69	2018.02.12	31000.0	26750.0	31250.0	26750.0	42196.0
70	2018.02.09	28850.0	30450.0	37900.0	28000.0	152590.0
71	2018.02.08	34500.0	29750.0	35900.0	28700.0	64147.0
72	2018.02.07	42500.0	33050.0	43700.0	31100.0	186676.0
73	2018.02.06	28300.0	33650.0	33650.0	27000.0	77600.0
74	2018.02.05	23000.0	25900.0	25900.0	22650.0	8582.0
75	2018.02.02	22800.0	23050.0	24000.0	22600.0	1349.0
76	2018.02.01	22600.0	22600.0	24000.0	22450.0	640.0
77	2018.01.31	22000.0	22400.0	22400.0	22000.0	27.0
78	2018.01.30	22150.0	22100.0	22400.0	22100.0	36.0
79	2018.01.29	23000.0	22150.0	23000.0	22100.0	301.0
80	2018.01.26	22100.0	22350.0	22500.0	21850.0	40.0
81	2018.01.25	21950.0	21800.0	22250.0	21500.0	799.0
82	2018.01.24	22150.0	21850.0	22300.0	21850.0	63.0
83	2018.01.23	22550.0	22150.0	22550.0	21650.0	132.0
84	2018.01.22	22100.0	22900.0	22900.0	22100.0	53.0
85	2018.01.19	22100.0	22000.0	22100.0	21750.0	16.0
86	2018.01.18	21550.0	22100.0	22150.0	21550.0	123.0
87	2018.01.17	22150.0	22150.0	22150.0	22150.0	10.0
88	2018.01.16	21750.0	21750.0	21800.0	21600.0	9.0
89	2018.01.15	21700.0	21800.0	21950.0	21450.0	362.0
90	2018.01.12	22300.0	22300.0	22300.0	22300.0	2.0
91	2018.01.11	22000.0	22050.0	22050.0	22000.0	185.0
92	2018.01.10	21750.0	21900.0	22000.0	21550.0	312.0
93	2018.01.09	22000.0	21750.0	22450.0	21750.0	115.0
94	2018.01.08	21600.0	21700.0	22250.0	21600.0	3339.0
95	2018.01.05	22500.0	21900.0	22500.0	21900.0	800.0
96	2018.01.04	22650.0	22500.0	22650.0	21700.0	90.0
97	2018.01.03	22100.0	22150.0	22550.0	21550.0	744.0
98	2018.01.02	22750.0	22050.0	25700.0	22050.0	4778.0
99	2017.12.28	21800.0	21800.0	21800.0	21800.0	565.0
100	2017.12.27	21600.0	21750.0	21750.0	21100.0	263.0
101	2017.12.26	21500.0	21500.0	21500.0	21350.0	46.0
102	2017.12.22	21650.0	21500.0	21700.0	21500.0	204.0
103	2017.12.21	22250.0	21600.0	22250.0	21350.0	50.0
104	2017.12.20	22000.0	22050.0	22200.0	22000.0	20.0
105	2017.12.19	21650.0	22000.0	22000.0	21500.0	45.0
106	2017.12.18	21850.0	21900.0	21900.0	21850.0	14.0
107	2017.12.15	21550.0	21950.0	22000.0	21550.0	2779.0
108	2017.12.14	21550.0	21300.0	21550.0	21100.0	111.0
109	2017.12.13	21550.0	21550.0	21550.0	21550.0	5.0
110	2017.12.12	21250.0	21550.0	21550.0	21250.0	32.0
111	2017.12.11	21650.0	21350.0	21700.0	21350.0	33.0
112	2017.12.08	21800.0	21800.0	21800.0	21800.0	17.0
113	2017.12.07	22050.0	21350.0	22050.0	21350.0	308.0
114	2017.12.06	20800.0	22300.0	22300.0	20800.0	516.0
115	2017.12.05	21000.0	21000.0	21050.0	20850.0	268.0
116	2017.12.04	21250.0	21150.0	21250.0	21000.0	215.0
117	2017.12.01	21350.0	21200.0	21400.0	21150.0	507.0
118	2017.11.30	21400.0	21200.0	21400.0	20800.0	167.0
119	2017.11.29	21600.0	21400.0	21600.0	21000.0	102.0
120	2017.11.28	21450.0	21350.0	21450.0	21150.0	309.0
121	2017.11.27	21350.0	21400.0	21400.0	20700.0	466.0
122	2017.11.24	21300.0	21050.0	21300.0	21050.0	261.0
123	2017.11.23	21200.0	21300.0	21300.0	21100.0	118.0
124	2017.11.22	21050.0	21150.0	21300.0	21050.0	538.0
125	2017.11.21	22000.0	21250.0	22000.0	21200.0	861.0
126	2017.11.20	22000.0	21450.0	22000.0	21450.0	563.0
127	2017.11.17	22600.0	21700.0	22600.0	21700.0	4915.0
128	2017.11.16	23000.0	23000.0	23000.0	23000.0	7.0
129	2017.11.15	23250.0	23250.0	23250.0	23250.0	0.0
130	2017.11.14	23350.0	23350.0	23350.0	23350.0	5.0
131	2017.11.13	22950.0	23350.0	23350.0	22950.0	7.0
132	2017.11.10	23000.0	23000.0	23000.0	23000.0	24.0
133	2017.11.09	22650.0	23000.0	23000.0	22550.0	21.0
134	2017.11.08	22700.0	23050.0	23050.0	22700.0	19.0
135	2017.11.07	22750.0	22700.0	22750.0	22700.0	27.0
136	2017.11.06	22800.0	22800.0	22800.0	22750.0	59.0
137	2017.11.03	23100.0	23200.0	23200.0	23100.0	69.0
138	2017.11.02	23050.0	23950.0	23950.0	23050.0	8.0
139	2017.11.01	22650.0	23050.0	23050.0	22650.0	26.0
140	2017.10.31	23200.0	23200.0	23200.0	23200.0	12.0
141	2017.10.30	22750.0	23200.0	23200.0	22700.0	11.0
142	2017.10.27	23000.0	23200.0	23200.0	22700.0	87.0
143	2017.10.26	24300.0	22900.0	24750.0	22100.0	182.0
144	2017.10.25	25000.0	24300.0	25000.0	23500.0	29.0
145	2017.10.24	23750.0	23700.0	23800.0	23150.0	28.0
146	2017.10.23	23800.0	23800.0	23800.0	23800.0	7.0
147	2017.10.20	23750.0	23800.0	23850.0	23750.0	45.0
148	2017.10.19	22300.0	22700.0	22750.0	22300.0	40.0
149	2017.10.18	22200.0	22750.0	23900.0	22200.0	34.0
150	2017.10.17	22750.0	22750.0	23550.0	22750.0	42.0
151	2017.10.16	23050.0	23050.0	23050.0	23050.0	12.0
152	2017.10.13	22350.0	23050.0	23050.0	22350.0	75.0
153	2017.10.12	22350.0	22350.0	22650.0	22300.0	36.0
154	2017.10.11	21300.0	23000.0	23000.0	21300.0	14.0
155	2017.10.10	21450.0	21550.0	21750.0	21450.0	10.0
156	2017.09.29	21400.0	21650.0	21750.0	21400.0	102.0
157	2017.09.28	21350.0	21600.0	21650.0	21350.0	28.0
158	2017.09.27	22050.0	21550.0	22250.0	21200.0	240.0
159	2017.09.26	22100.0	22200.0	22750.0	22100.0	15.0
160	2017.09.25	22350.0	22300.0	24000.0	22300.0	151.0
161	2017.09.22	24100.0	22850.0	24100.0	22550.0	427.0
162	2017.09.21	24300.0	24200.0	24550.0	24200.0	165.0
163	2017.09.20	24300.0	24350.0	24600.0	24300.0	11.0
164	2017.09.19	24400.0	24400.0	24750.0	24400.0	12.0
165	2017.09.18	24250.0	24450.0	24450.0	24250.0	30.0
166	2017.09.15	24650.0	24600.0	24650.0	24600.0	7.0
167	2017.09.14	24400.0	24400.0	24400.0	24400.0	0.0
168	2017.09.13	24350.0	24400.0	24750.0	24350.0	17.0
169	2017.09.12	24650.0	24600.0	24650.0	24400.0	216.0
170	2017.09.11	24300.0	24500.0	24500.0	24300.0	6.0
171	2017.09.08	24300.0	24300.0	24300.0	24300.0	132.0
172	2017.09.07	24250.0	24300.0	24650.0	24200.0	758.0
173	2017.09.06	24400.0	24200.0	24650.0	24150.0	480.0
174	2017.09.05	24550.0	24600.0	25000.0	24500.0	49.0
175	2017.09.04	24850.0	24700.0	25450.0	24600.0	360.0
176	2017.09.01	24350.0	24600.0	24650.0	24300.0	175.0
177	2017.08.31	24500.0	24550.0	24850.0	24450.0	21.0
178	2017.08.30	24650.0	24650.0	24900.0	24550.0	171.0
179	2017.08.29	24700.0	24850.0	24850.0	24500.0	147.0
180	2017.08.28	24700.0	24800.0	25000.0	24650.0	20.0
181	2017.08.25	24650.0	24900.0	24950.0	24600.0	20.0
182	2017.08.24	24550.0	25050.0	25050.0	24550.0	24.0
183	2017.08.23	24750.0	24600.0	25000.0	24600.0	50018.0
184	2017.08.22	24750.0	24750.0	25050.0	24750.0	46.0
185	2017.08.21	24500.0	24950.0	25300.0	24500.0	11.0
186	2017.08.18	25000.0	25000.0	25100.0	24700.0	101.0
187	2017.08.17	24650.0	24750.0	24750.0	24650.0	18.0
188	2017.08.16	24550.0	24800.0	24800.0	24550.0	37.0
189	2017.08.14	24700.0	24700.0	24850.0	24600.0	11.0
190	2017.08.11	24350.0	24900.0	24900.0	24350.0	8.0
191	2017.08.10	24950.0	24700.0	25050.0	24500.0	18.0
192	2017.08.09	24750.0	25050.0	25050.0	24750.0	17.0
193	2017.08.08	25100.0	25100.0	25100.0	25100.0	1.0
194	2017.08.07	25100.0	25100.0	25100.0	25100.0	0.0
195	2017.08.04	24350.0	25100.0	25100.0	24350.0	20.0
196	2017.08.03	24550.0	24550.0	24550.0	24500.0	41.0
197	2017.08.02	25350.0	25350.0	25350.0	25350.0	11.0
198	2017.08.01	25000.0	25350.0	25350.0	25000.0	70.0
199	2017.07.31	25000.0	25100.0	25100.0	24950.0	7.0
200	2017.07.28	25350.0	25350.0	25350.0	25350.0	0.0
201	2017.07.27	25300.0	25350.0	25350.0	25000.0	77.0
202	2017.07.26	24950.0	25250.0	25250.0	24950.0	9.0
203	2017.07.25	24850.0	24950.0	25000.0	24700.0	37.0
204	2017.07.24	25500.0	24750.0	25600.0	24750.0	37.0
205	2017.07.21	25200.0	25300.0	25300.0	25200.0	10.0
206	2017.07.20	24800.0	25300.0	25350.0	24800.0	190.0
207	2017.07.19	24850.0	25550.0	25550.0	24850.0	13.0
208	2017.07.18	25400.0	25400.0	25400.0	25400.0	6.0
209	2017.07.17	25300.0	25400.0	25400.0	25050.0	15.0
210	2017.07.14	25250.0	25500.0	25500.0	25150.0	18.0
211	2017.07.13	25250.0	25250.0	25250.0	25250.0	0.0
212	2017.07.12	25300.0	25250.0	25500.0	25250.0	21.0
213	2017.07.11	25300.0	25600.0	25600.0	25300.0	6.0
214	2017.07.10	25400.0	25700.0	25700.0	25350.0	26.0
215	2017.07.07	26150.0	26150.0	26150.0	26150.0	1.0
216	2017.07.06	26350.0	26350.0	26350.0	26350.0	2.0
217	2017.07.05	25700.0	25700.0	25700.0	25700.0	3.0
218	2017.07.04	25750.0	25700.0	25750.0	25300.0	123.0
219	2017.07.03	25650.0	25750.0	25750.0	25350.0	112.0
220	2017.06.30	26100.0	25650.0	26100.0	25250.0	117.0
221	2017.06.29	25650.0	26150.0	26150.0	25650.0	5.0
222	2017.06.28	26200.0	26200.0	26200.0	26200.0	1.0
223	2017.06.27	26450.0	25850.0	26450.0	25700.0	136.0
224	2017.06.26	26250.0	26500.0	26500.0	26250.0	5.0
225	2017.06.23	26500.0	26250.0	26500.0	25700.0	127.0
226	2017.06.22	26000.0	26300.0	26600.0	25500.0	7.0
227	2017.06.21	27000.0	25950.0	27000.0	25600.0	58.0
228	2017.06.20	25400.0	26300.0	26300.0	25400.0	104.0
229	2017.06.19	27100.0	25950.0	27100.0	25950.0	269.0
230	2017.06.16	27300.0	26500.0	27300.0	25800.0	203.0
231	2017.06.15	25350.0	25700.0	25700.0	25350.0	35.0
232	2017.06.14	25650.0	25350.0	25650.0	25000.0	652.0
233	2017.06.13	26200.0	25500.0	26400.0	25150.0	51.0
234	2017.06.12	25750.0	26200.0	26200.0	25750.0	2.0
235	2017.06.09	25750.0	25750.0	25750.0	25750.0	0.0
236	2017.06.08	25100.0	25750.0	25750.0	25100.0	140.0
237	2017.06.07	25550.0	25600.0	25750.0	25500.0	32.0
238	2017.06.05	25950.0	26100.0	26450.0	25650.0	25.0
239	2017.06.02	27000.0	26550.0	27000.0	26000.0	22.0
240	2017.06.01	26100.0	25600.0	26100.0	25500.0	28.0
241	2017.05.31	25050.0	25800.0	25800.0	25050.0	30.0
242	2017.05.30	25750.0	25350.0	25900.0	25350.0	34.0
243	2017.05.29	25000.0	25700.0	25700.0	25000.0	375.0
244	2017.05.26	25200.0	25200.0	25200.0	25200.0	5.0
245	2017.05.25	24650.0	25200.0	25200.0	24650.0	37.0
246	2017.05.24	24550.0	25200.0	25250.0	24550.0	61.0
247	2017.05.23	24500.0	24550.0	24800.0	24500.0	183.0
248	2017.05.22	24650.0	25150.0	25150.0	24650.0	30.0
249	2017.05.19	24550.0	25250.0	25400.0	24550.0	64.0
250	2017.05.18	25400.0	25400.0	25400.0	25400.0	0.0
251	2017.05.17	25400.0	25400.0	25400.0	25400.0	1.0
252	2017.05.16	25300.0	25300.0	25300.0	25300.0	9.0
253	2017.05.15	24550.0	25400.0	25600.0	24550.0	32.0
254	2017.05.12	24500.0	24650.0	24700.0	24500.0	26.0
255	2017.05.11	24550.0	24450.0	24850.0	24400.0	440.0
256	2017.05.10	24500.0	24900.0	24950.0	24500.0	63.0
257	2017.05.08	25750.0	25250.0	25750.0	24900.0	446.0
258	2017.05.04	25250.0	25250.0	25250.0	25250.0	9.0
259	2017.05.02	25750.0	25750.0	25750.0	25350.0	190.0
260	2017.04.28	26300.0	25750.0	26550.0	25750.0	85.0
261	2017.04.27	26900.0	26900.0	26900.0	26900.0	6.0
262	2017.04.26	27300.0	26950.0	27300.0	26750.0	16.0
263	2017.04.25	26300.0	26800.0	26800.0	26300.0	8.0
264	2017.04.24	26350.0	26350.0	26350.0	26350.0	10.0
265	2017.04.21	26950.0	26950.0	26950.0	26950.0	0.0
266	2017.04.20	26500.0	27100.0	27100.0	26500.0	72.0
267	2017.04.19	27650.0	27400.0	27650.0	27100.0	33.0
268	2017.04.18	26600.0	27300.0	27300.0	26600.0	2.0
269	2017.04.17	26850.0	27000.0	27000.0	26850.0	2.0
270	2017.04.14	26500.0	26500.0	26500.0	26500.0	0.0
271	2017.04.13	25800.0	26700.0	26700.0	25800.0	18.0
272	2017.04.12	26050.0	26150.0	26300.0	26000.0	68.0
273	2017.04.11	26350.0	26350.0	26350.0	25900.0	47.0
274	2017.04.10	26400.0	26350.0	26900.0	25800.0	20.0
275	2017.04.07	25300.0	26400.0	26400.0	25300.0	275.0
276	2017.04.06	25050.0	25500.0	25600.0	24950.0	138.0
277	2017.04.05	25000.0	25600.0	25700.0	24600.0	452.0
278	2017.04.04	25000.0	25400.0	25400.0	24750.0	101.0
279	2017.04.03	24850.0	25350.0	25350.0	24850.0	195.0
280	2017.03.31	24750.0	25650.0	25650.0	24600.0	189.0
281	2017.03.30	25100.0	25200.0	25300.0	24650.0	221.0
282	2017.03.29	25650.0	25500.0	26000.0	24900.0	873.0
283	2017.03.28	26350.0	25950.0	27250.0	25950.0	298.0
284	2017.03.27	27000.0	27050.0	27150.0	27000.0	19.0
285	2017.03.24	26900.0	26900.0	26900.0	26900.0	27.0
286	2017.03.23	26650.0	26900.0	26900.0	26150.0	247.0
287	2017.03.22	26500.0	26650.0	26650.0	26450.0	13.0
288	2017.03.21	26500.0	26650.0	26750.0	26100.0	601.0
289	2017.03.20	26900.0	26500.0	27150.0	26500.0	1085.0
290	2017.03.17	27650.0	27550.0	27650.0	27350.0	10.0
291	2017.03.16	27100.0	27500.0	27500.0	27100.0	58.0
292	2017.03.15	27350.0	27650.0	27900.0	27150.0	654.0
293	2017.03.14	28150.0	27600.0	28350.0	27600.0	584.0
294	2017.03.13	28100.0	28150.0	28150.0	27700.0	86.0
295	2017.03.10	28150.0	28150.0	28150.0	28150.0	0.0
296	2017.03.09	28150.0	28150.0	28150.0	28150.0	7.0
297	2017.03.08	27950.0	28150.0	28150.0	27700.0	279.0
298	2017.03.07	28150.0	28200.0	28250.0	27800.0	431.0
299	2017.03.06	28600.0	28250.0	28600.0	27950.0	146.0
300	2017.03.03	28400.0	28600.0	28600.0	28400.0	90.0
301	2017.03.02	28400.0	28400.0	28400.0	27950.0	253.0
302	2017.02.28	28800.0	28650.0	28800.0	28350.0	118.0
303	2017.02.27	28500.0	28800.0	29000.0	28500.0	55.0
304	2017.02.24	27800.0	28500.0	28600.0	27700.0	131.0
305	2017.02.23	27550.0	27800.0	28000.0	27500.0	410.0
306	2017.02.22	27500.0	27800.0	27850.0	27500.0	36.0
307	2017.02.21	27500.0	27800.0	28150.0	27500.0	1938.0
308	2017.02.20	27750.0	27850.0	28200.0	27750.0	748.0
309	2017.02.17	28300.0	28200.0	28400.0	27700.0	695.0
310	2017.02.16	28600.0	28400.0	28950.0	28100.0	237.0
311	2017.02.15	28150.0	28600.0	28600.0	28150.0	118.0
312	2017.02.14	28700.0	28700.0	28700.0	28700.0	21.0
313	2017.02.13	28450.0	28700.0	28900.0	28450.0	222.0
314	2017.02.10	28400.0	28450.0	28800.0	28400.0	265.0
315	2017.02.09	28400.0	28400.0	28400.0	28000.0	1223.0
316	2017.02.08	28450.0	28200.0	28700.0	28200.0	143.0
317	2017.02.07	28250.0	28250.0	28250.0	27450.0	1373.0
318	2017.02.06	28700.0	28700.0	29250.0	28350.0	213.0
319	2017.02.03	28300.0	28700.0	28700.0	28300.0	53.0
320	2017.02.02	29100.0	29100.0	29700.0	28100.0	783.0
321	2017.02.01	29600.0	29800.0	29800.0	28850.0	263.0
322	2017.01.31	29200.0	29600.0	29650.0	28850.0	403.0
323	2017.01.26	29800.0	28800.0	29800.0	28800.0	216.0
324	2017.01.25	28800.0	29000.0	29900.0	28050.0	2561.0
325	2017.01.24	27800.0	28350.0	28350.0	27300.0	2953.0
326	2017.01.23	30050.0	28350.0	31300.0	27900.0	22278.0
327	2017.01.20	27700.0	28350.0	28500.0	27400.0	101.0
328	2017.01.19	28150.0	27700.0	28150.0	27700.0	45.0
329	2017.01.18	28400.0	27950.0	28400.0	27950.0	55.0
330	2017.01.17	28250.0	28000.0	28300.0	27550.0	654.0
331	2017.01.16	28250.0	28250.0	28450.0	27700.0	198.0
332	2017.01.13	27800.0	28250.0	28250.0	27250.0	85.0
333	2017.01.12	27950.0	27400.0	27950.0	27400.0	122.0
334	2017.01.11	29000.0	27950.0	29000.0	27800.0	177.0
335	2017.01.10	27750.0	27950.0	28100.0	27600.0	113.0
336	2017.01.09	28100.0	27900.0	28600.0	27600.0	267.0
337	2017.01.06	28450.0	28500.0	28500.0	27450.0	157.0
338	2017.01.05	28000.0	27950.0	28500.0	27550.0	44.0
339	2017.01.04	27100.0	27550.0	27700.0	27000.0	280.0
340	2017.01.03	27750.0	27100.0	27750.0	27050.0	387.0
341	2017.01.02	27350.0	27850.0	27850.0	26800.0	15.0
342	2016.12.29	27000.0	26900.0	27000.0	26750.0	184.0
343	2016.12.28	27000.0	27350.0	27350.0	27000.0	192.0
344	2016.12.27	27400.0	27600.0	27750.0	27300.0	10.0
345	2016.12.26	27950.0	27950.0	27950.0	27950.0	1.0
346	2016.12.23	28900.0	28300.0	28900.0	28300.0	4.0
347	2016.12.22	27650.0	27650.0	27650.0	27650.0	31.0
348	2016.12.21	28100.0	28100.0	28100.0	28100.0	1.0
349	2016.12.20	29400.0	28100.0	29400.0	27750.0	135.0
350	2016.12.19	27900.0	27900.0	27900.0	27900.0	12.0
351	2016.12.16	27300.0	27900.0	27900.0	27300.0	9.0
352	2016.12.15	27900.0	27850.0	27900.0	27850.0	22.0
353	2016.12.14	27850.0	27850.0	27850.0	27600.0	139.0
354	2016.12.13	27800.0	27750.0	27850.0	27750.0	60.0
355	2016.12.12	27800.0	27850.0	27850.0	27450.0	38.0
356	2016.12.09	27700.0	27850.0	27850.0	27700.0	11.0
357	2016.12.08	27700.0	27700.0	27700.0	27700.0	0.0
358	2016.12.07	27750.0	27750.0	27750.0	27750.0	0.0
359	2016.12.06	27750.0	27800.0	27800.0	27750.0	10.0
360	2016.12.05	27750.0	27750.0	27750.0	27750.0	0.0
361	2016.12.02	28400.0	27800.0	28400.0	27550.0	529.0
362	2016.12.01	28200.0	29000.0	29000.0	27600.0	119.0
363	2016.11.30	28050.0	28200.0	29150.0	28050.0	8.0
364	2016.11.29	28250.0	28000.0	28300.0	28000.0	13.0
365	2016.11.28	29500.0	28300.0	29500.0	27700.0	316.0
366	2016.11.25	27500.0	27950.0	27950.0	27500.0	10.0
367	2016.11.24	27100.0	27500.0	27500.0	27100.0	24.0
368	2016.11.23	27050.0	27600.0	27600.0	27050.0	5.0
369	2016.11.22	27600.0	27600.0	27600.0	27600.0	3.0
370	2016.11.21	27200.0	27850.0	27850.0	27200.0	71.0
371	2016.11.18	27800.0	27800.0	27800.0	27800.0	0.0
372	2016.11.17	27300.0	27900.0	27900.0	27300.0	24.0
373	2016.11.16	27700.0	27950.0	27950.0	27700.0	9.0
374	2016.11.15	27700.0	27700.0	27700.0	27700.0	5.0
375	2016.11.14	27700.0	27700.0	27700.0	27700.0	3.0
376	2016.11.11	27250.0	27700.0	27800.0	27250.0	58.0
377	2016.11.10	27300.0	27250.0	27300.0	26850.0	19.0
378	2016.11.09	27650.0	26800.0	27700.0	26800.0	866.0
379	2016.11.08	27300.0	27650.0	27800.0	27200.0	136.0
380	2016.11.07	27700.0	27900.0	27900.0	27700.0	27.0
381	2016.11.04	27450.0	27900.0	27900.0	26800.0	163.0
382	2016.11.03	27900.0	27950.0	27950.0	27500.0	5.0
383	2016.11.02	27200.0	28000.0	28050.0	27200.0	39.0
384	2016.11.01	27600.0	28200.0	28200.0	27600.0	24.0
385	2016.10.31	28850.0	28200.0	28850.0	27650.0	88.0
386	2016.10.28	28300.0	28450.0	28450.0	28250.0	15.0
387	2016.10.27	28250.0	28300.0	28400.0	28250.0	7.0
388	2016.10.26	28900.0	27500.0	28900.0	27000.0	86.0
389	2016.10.25	28700.0	28100.0	28900.0	27500.0	167.0
390	2016.10.24	28950.0	28750.0	28950.0	28200.0	442.0
391	2016.10.21	28600.0	28850.0	28950.0	28600.0	91.0
392	2016.10.20	27500.0	28900.0	29000.0	27500.0	110.0
393	2016.10.19	28000.0	28000.0	28000.0	27250.0	76.0
394	2016.10.18	29350.0	28000.0	29550.0	27800.0	275.0
395	2016.10.17	28600.0	29350.0	29400.0	28600.0	191.0
396	2016.10.14	28600.0	28600.0	28650.0	28250.0	114.0
397	2016.10.13	28600.0	28600.0	28600.0	27900.0	40.0
398	2016.10.12	28500.0	28500.0	28500.0	28500.0	1.0
399	2016.10.11	28600.0	28550.0	28600.0	28550.0	41.0
400	2016.10.10	28750.0	28700.0	28750.0	28700.0	2.0
401	2016.10.07	28700.0	28800.0	28800.0	28200.0	76.0
402	2016.10.06	28800.0	28700.0	28800.0	28100.0	80.0
403	2016.10.05	29000.0	28750.0	29000.0	28750.0	13.0
404	2016.10.04	28600.0	28500.0	28600.0	27850.0	74.0
405	2016.09.30	28750.0	28800.0	28800.0	28200.0	97.0
406	2016.09.29	28550.0	28850.0	28900.0	28100.0	23.0
407	2016.09.28	28900.0	28550.0	28900.0	28250.0	65.0
408	2016.09.27	28500.0	29000.0	29000.0	28500.0	9.0
409	2016.09.26	29200.0	29100.0	29200.0	28250.0	158.0
410	2016.09.23	28650.0	28750.0	29300.0	28500.0	47.0
411	2016.09.22	28900.0	28650.0	28900.0	28400.0	210.0
412	2016.09.21	28500.0	29100.0	29200.0	28500.0	94.0
413	2016.09.20	29300.0	28550.0	29300.0	28350.0	91.0
414	2016.09.19	29000.0	28650.0	29650.0	28500.0	81.0
415	2016.09.13	29300.0	28950.0	29900.0	28600.0	43.0
416	2016.09.12	29300.0	29250.0	29700.0	28150.0	98.0
417	2016.09.09	30100.0	29300.0	30100.0	28800.0	15.0
418	2016.09.08	29900.0	29550.0	29900.0	29050.0	41.0
419	2016.09.07	29150.0	29300.0	29600.0	29150.0	181.0
